product_id,sku,product_name,category,subcategory,brand,uom,unit_cost,unit_price,weight_kg,is_discontinued,created_date
39,SKU-OF-00039,Oil Filter XL - BrandF Pro,OIL_FILTER,OIL_XL,BrandF,EA,8.48,11.45,0.34,false,2022-07-20
40,SKU-FF-00040,Fuel Filter XL - BrandD Pro,FUEL_FILTER,FUEL_XL,BrandD,EA,5.25,7.09,0.76,false,2023-04-08
41,SKU-EF-00041,Engine Filter S - BrandB Max,ENGINE_FILTER,ENGINE_S,BrandB,EA,11.47,25.23,0.51,false,2024-10-17
42,SKU-OF-00042,Oil Filter XL - BrandC Series-2,OIL_FILTER,OIL_XL,BrandC,EA,9.87,13.32,0.68,false,2024-07-19
43,SKU-CF-00043,Cabin Filter S - BrandD Series-2,CABIN_FILTER,CABIN_S,BrandD,EA,7.08,9.56,0.86,false,2025-11-03
44,SKU-FF-00044,Fuel Filter M - BrandE Pro,FUEL_FILTER,FUEL_M,BrandE,EA,14.15,21.23,0.42,false,2024-12-31
45,SKU-OF-00045,Oil Filter L - BrandD Series-2,OIL_FILTER,OIL_L,BrandD,EA,9.51,12.84,1.17,false,2022-11-03
46,SKU-EF-00046,Engine Filter S - BrandH Series-2,ENGINE_FILTER,ENGINE_S,BrandH,EA,16.12,29.02,0.68,false,2023-10-18
47,SKU-FF-00047,Fuel Filter S - BrandG Max,FUEL_FILTER,FUEL_S,BrandG,EA,14.49,19.56,1.13,true,2025-09-07
48,SKU-CF-00048,Cabin Filter XL - BrandF Series-3,CABIN_FILTER,CABIN_XL,BrandF,BOX,15.74,10.79,1.14,false,2023-11-14
49,SKU-FF-00049,Fuel Filter L - BrandC Max,FUEL_FILTER,FUEL_L,BrandC,EA,13.42,18.12,1.3,false,2023-04-27
50,SKU-OF-00050,Oil Filter S - BrandH Max,OIL_FILTER,OIL_S,BrandH,EA,7.61,NA,0.99,false,2025-06-17
51,SKU-OF-00051,Oil Filter L - BrandB Max,OIL_FILTER,OIL_L,BrandB,EA,6.9,8.28,0.21,false,2022-03-23
52,SKU-FF-00052,Fuel Filter XL - BrandE Series-1,FUEL_FILTER,FUEL_XL,BrandE,EA,14.15,16.98,1.08,false,2022-07-12
53,SKU-OF-00053,Oil Filter S - BrandE Series-1,OIL_FILTER,OIL_S,BrandE,EA,9.25,11.1,0.96,false,2024-04-02
54,SKU-OF-00054,Oil Filter XL - BrandH Series-1,OIL_FILTER,OIL_XL,BrandH,BOX,3.55,5.32,0.5,false,2025-05-11
55,SKU-EF-00055,Engine Filter M - BrandC Pro,ENGINE_FILTER,ENGINE_M,BrandC,EA,19.22,28.83,1.7,false,2024-08-29
56,SKU-EF-00056,Engine Filter L - BrandA Max,ENGINE_FILTER,ENGINE_L,BrandA,EA,13.36,20.04,0.79,false,2023-11-27
57,SKU-FF-00057,Fuel Filter XL - BrandB Max,FUEL_FILTER,FUEL_XL,BrandB,EA,12.91,17.43,0.85,false,2022-07-18
58,SKU-OF-00058,Oil Filter M - BrandA Series-1,OIL_FILTER,OIL_M,BrandA,EA,5.55,8.32,1.06,false,2023-04-14
59,SKU-CF-00059,Cabin Filter M - BrandB Max,CABIN_FILTER,CABIN_M,BrandB,EA,5.66,6.79,0.88,false,2024-05-22
60,SKU-OF-00060,Oil Filter S - BrandE Series-1,OIL_FILTER,OIL_S,BrandE,BOX,12.2,16.47,1.01,false,2024-02-28
61,SKU-OF-00061,Oil Filter M - BrandA Series-2,OIL_FILTER,OIL_M,BrandA,BOX,8.46,11.42,0.38,false,2023-01-12
62,SKU-OF-00062,Oil Filter L - BrandD Series-1,OIL_FILTER,OIL_L,BrandD,BOX,7.45,16.39,0.29,false,2025-03-06
63,SKU-CF-00063,Cabin Filter XL - BrandG Pro,CABIN_FILTER,CABIN_XL,BrandG,EA,10.1,12.12,0.83,false,2023-05-18
64,SKU-CF-00064,Cabin Filter S - BrandB Series-3,CABIN_FILTER,CABIN_S,BrandB,EA,11.87,16.02,0.44,false,2022-07-23
65,SKU-AF-00065,Air Filter XL - BrandD Pro,AIR_FILTER,AIR_XL,BrandD,EA,8.55,12.83,1.06,false,2024-10-07
66,SKU-EF-00066,Engine Filter XL - BrandB Series-1,ENGINE_FILTER,ENGINE_XL,BrandB,EA,16.76,25.14,0.62,false,2022-01-28
67,SKU-CF-00067,Cabin Filter S - BrandB Series-2,CABIN_FILTER,CABIN_S,BrandB,BOX,9.13,12.33,1.15,false,2022-01-01
68,SKU-TF-00068,Transmission Filter L - BrandF Pro,TRANSMISSION_FILTER,TRANSMISSION_L,BrandF,EA,17.22,23.25,1.47,false,2025-03-28
69,SKU-AF-00069,Air Filter S - BrandB Series-2,AIR_FILTER,AIR_S,BrandB,EA,7.83,9.4,0.41,false,2024-08-02
70,SKU-EF-00070,Engine Filter S - BrandC Series-2,ENGINE_FILTER,ENGINE_S,BrandC,EA,12.18,14.62,0.45,false,2023-01-14
71,SKU-CF-00071,Cabin Filter M - BrandA Series-2,CABIN_FILTER,CABIN_M,BrandA,EA,13.05,15.66,0.7,false,2024-05-12
72,SKU-AF-00072,Air Filter L - BrandA Pro,AIR_FILTER,AIR_L,BrandA,EA,6.36,8.59,1.11,false,2022-11-26
73,SKU-OF-00073,Oil Filter M - BrandA Max,OIL_FILTER,OIL_M,BrandA,EA,12.53,18.79,0.49,false,2023-06-11
74,SKU-AF-00074,Air Filter L - BrandF Series-2,AIR_FILTER,AIR_L,BrandF,EA,7.9,10.67,0.72,false,2023-06-30
75,SKU-OF-00075,Oil Filter XL - BrandA Series-3,OIL_FILTER,OIL_XL,BrandA,EA,7.61,13.7,0.66,false,2025-11-11
76,SKU-OF-00076,Oil Filter M - BrandF Series-1,OIL_FILTER,OIL_M,BrandF,EA,9.68,13.07,0.79,false,2023-03-27
77,SKU-TF-00077,,TRANSMISSION_FILTER,TRANSMISSION_S,BrandE,EA,22.49,26.99,1.12,false,2025-02-22
78,SKU-CF-00078,Cabin Filter L - BrandA Max,CABIN_FILTER,CABIN_L,BrandA,EA,10.03,15.04,0.81,false,2023-06-13
79,SKU-AF-00079,Air Filter M - BrandD Series-1,AIR_FILTER,AIR_M,BrandD,EA,9.23,12.46,0.68,false,2023-02-22
80,SKU-OF-00080,Oil Filter L - BrandE Series-1,OIL_FILTER,OIL_L,BrandE,BOX,8.34,10.01,0.8,false,2023-06-27
81,SKU-TF-00081,Transmission Filter S - BrandB Series-1,TRANSMISSION_FILTER,TRANSMISSION_S,BrandB,BOX,23.47,31.68,2.92,false,2024-06-17
82,SKU-AF-00082,Air Filter S - BrandH Pro,AIR_FILTER,AIR_S,BrandH,EA,10.44,15.66,0.36,false,2023-01-10
83,SKU-OF-00083,Oil Filter XL - BrandG Series-2,OIL_FILTER,OIL_XL,BrandG,EA,11.53,13.84,1.12,false,2025-08-21
84,SKU-OF-00084,Oil Filter M - BrandC Series-2,OIL_FILTER,OIL_M,BrandC,EA,12.72,15.26,0.51,false,2022-06-20
85,SKU-EF-00085,Engine Filter S - BrandD Series-2,ENGINE_FILTER,ENGINE_S,BrandD,EA,16.01,24.02,1.12,false,2024-01-27
86,SKU-FF-00086,Fuel Filter XL - BrandG Series-3,FUEL_FILTER,FUEL_XL,BrandG,EA,7.11,10.67,1.33,false,2023-11-25
87,SKU-EF-00087,Engine Filter L - BrandA Series-3,ENGINE_FILTER,ENGINE_L,BrandA,EA,9.46,14.19,1.62,false,2022-06-03
88,SKU-FF-00088,Fuel Filter XL - BrandH Series-2,FUEL_FILTER,FUEL_XL,BrandH,EA,11.77,21.19,1.07,false,2023-11-25
89,SKU-AF-00089,Air Filter S - BrandB Series-1,AIR_FILTER,AIR_S,BrandB,EA,5.24,7.07,0.38,false,2025-09-15
90,SKU-OF-00090,Oil Filter XL - BrandD Max,OIL_FILTER,OIL_XL,BrandD,EA,11.19,NA,1.14,false,2024-01-06
91,SKU-EF-00091,Engine Filter L - BrandC Series-1,ENGINE_FILTER,ENGINE_L,BrandC,EA,13.51,20.27,0.57,false,2025-05-11
92,SKU-AF-00092,Air Filter L - BrandB Series-3,AIR_FILTER,AIR_L,BrandB,EA,9.69,13.08,0.71,false,2025-12-09
93,SKU-CF-00093,Cabin Filter L - BrandF Series-2,CABIN_FILTER,CABIN_L,BrandF,EA,7.96,9.55,0.84,false,2023-05-26
94,SKU-FF-00094,Fuel Filter M - BrandB Pro,FUEL_FILTER,FUEL_M,BrandB,EA,10.21,12.25,1.33,false,2024-04-03
95,SKU-OF-00095,Oil Filter M - BrandB Series-1,OIL_FILTER,OIL_M,BrandB,EA,3.22,3.86,0.74,false,2025-09-20
96,SKU-OF-00096,Oil Filter XL - BrandA Series-2,OIL_FILTER,OIL_XL,BrandA,EA,9.12,16.42,1.02,false,2023-02-26
97,SKU-OF-00097,Oil Filter XL - BrandA Max,FILTER_MISC,OIL_XL,BrandA,BOX,5.76,7.78,0.81,false,2023-10-11
98,SKU-TF-00098,Transmission Filter XL - BrandB Max,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandB,EA,24.99,37.48,2.43,false,2023-06-18
99,SKU-CF-00099,Cabin Filter S - BrandH Series-3,CABIN_FILTER,CABIN_S,BrandH,EA,14.06,18.98,0.83,false,2025-05-26
100,SKU-AF-00100,Air Filter L - BrandD Series-3,AIR_FILTER,AIR_L,BrandD,EA,10.9,14.72,1.15,false,2025-07-04
101,SKU-TF-00101,Transmission Filter XL - BrandA Series-2,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandA,EA,13.38,18.06,1.27,false,2022-11-01
102,SKU-FF-00102,Fuel Filter L - BrandA Series-3,FUEL_FILTER,FUEL_L,BrandA,EA,14.69,19.83,0.81,false,2022-04-23
103,SKU-OF-00103,Oil Filter XL - BrandA Max,OIL_FILTER,OIL_XL,BrandA,EA,10.66,14.39,0.48,false,2025-05-20
104,SKU-FF-00104,Fuel Filter XL - BrandB Series-1,FUEL_FILTER,FUEL_XL,BrandB,EA,12.24,14.69,0.97,false,2023-09-29
105,SKU-CF-00105,Cabin Filter M - BrandB Series-2,CABIN_FILTER,CABIN_M,BrandB,EA,12.86,17.36,0.51,false,2022-03-13
106,SKU-OF-00106,Oil Filter XL - BrandE Series-2,OIL_FILTER,OIL_XL,BrandE,EA,8.3,5.76,0.31,false,2024-09-07
107,SKU-AF-00107,Air Filter S - BrandD Series-2,AIR_FILTER,AIR_S,BrandD,BOX,6.39,7.67,0.69,false,2025-02-20
108,SKU-AF-00108,Air Filter S - BrandA Series-2,AIR_FILTER,AIR_S,BrandA,EA,3.3,5.94,0.73,false,2023-11-24
109,SKU-EF-00109,Engine Filter M - BrandA Max,ENGINE_FILTER,ENGINE_M,BrandA,BOX,14.7,26.46,1.02,false,2024-12-21
110,SKU-FF-00110,Fuel Filter S - BrandB Series-1,FUEL_FILTER,FUEL_S,BrandB,EA,5.0,9.0,0.43,false,2022-09-12
111,SKU-EF-00111,Engine Filter L - BrandD Series-3,ENGINE_FILTER,ENGINE_L,BrandD,EA,12.45,14.94,1.74,false,2024-05-08
112,SKU-FF-00112,Fuel Filter S - BrandC Series-2,FUEL_FILTER,FUEL_S,BrandC,EA,12.82,19.23,1.49,false,2022-05-25
113,SKU-CF-00113,Cabin Filter S - BrandF Series-2,CABIN_FILTER,CABIN_S,BrandF,EA,11.97,16.16,1.0,false,2022-09-16
114,SKU-OF-00114,Oil Filter S - BrandG Series-1,OIL_FILTER,OIL_S,BrandG,EA,5.73,7.74,0.32,false,2023-03-06
115,SKU-EF-00115,Engine Filter M - BrandF Pro,ENGINE_FILTER,ENGINE_M,BrandF,EA,8.58,12.87,0.51,false,2025-10-07
116,SKU-OF-00116,Oil Filter M - BrandF Series-2,OIL_FILTER,OIL_M,BrandF,EA,9.51,11.41,0.96,false,2023-01-15
117,SKU-TF-00117,Transmission Filter M - BrandF Max,TRANSMISSION_FILTER,TRANSMISSION_M,BrandF,EA,15.97,21.56,2.48,false,2023-05-16
118,SKU-CF-00118,Cabin Filter L - BrandC Series-2,CABIN_FILTER,CABIN_L,BrandC,EA,7.36,8.83,0.59,false,2022-05-11
119,SKU-FF-00119,Fuel Filter S - BrandC Max,FUEL_FILTER,FUEL_S,BrandC,BOX,12.84,23.11,0.67,false,2022-08-17
120,SKU-CF-00120,Cabin Filter XL - BrandF Series-1,CABIN_FILTER,CABIN_XL,BrandF,EA,11.99,14.39,1.11,true,2025-01-04
121,SKU-OF-00121,Oil Filter S - BrandF Max,OIL_FILTER,OIL_S,BrandF,EA,12.81,23.06,0.47,false,2023-09-24
122,SKU-FF-00122,Fuel Filter S - BrandB Series-1,FUEL_FILTER,FUEL_S,BrandB,EA,12.36,14.83,1.44,false,2022-03-09
123,SKU-FF-00123,Fuel Filter S - BrandE Series-3,FUEL_FILTER,FUEL_S,BrandE,EA,16.82,20.18,1.99,false,2023-10-22
124,SKU-AF-00124,Air Filter L - BrandC Series-3,AIR_FILTER,AIR_L,BrandC,EA,10.48,18.86,0.5,false,2023-11-03
125,SKU-CF-00125,Cabin Filter S - BrandD Max,CABIN_FILTER,CABIN_S,BrandD,EA,11.36,17.04,1.15,false,2025-08-14
126,SKU-EF-00126,Engine Filter S - BrandD Series-3,ENGINE_FILTER,ENGINE_S,BrandD,EA,15.03,20.29,1.03,false,2025-09-02
127,SKU-CF-00127,Cabin Filter XL - BrandD Series-3,CABIN_FILTER,CABIN_XL,BrandD,EA,10.47,23.03,1.18,true,2025-03-10
128,SKU-FF-00128,Fuel Filter XL - BrandG Series-2,FUEL_FILTER,FUEL_XL,BrandG,EA,12.9,15.48,1.84,false,2024-01-01
129,SKU-EF-00129,Engine Filter XL - BrandA Series-2,ENGINE_FILTER,ENGINE_XL,BrandA,BOX,15.97,23.96,0.79,false,2024-06-05
130,SKU-EF-00130,Engine Filter XL - BrandC Pro,ENGINE_FILTER,ENGINE_XL,BrandC,EA,19.0,34.2,0.67,false,2024-03-29
131,SKU-AF-00131,Air Filter XL - BrandA Series-1,AIR_FILTER,AIR_XL,BrandA,BOX,8.86,7.41,0.66,false,2024-12-17
132,SKU-CF-00132,Cabin Filter S - BrandA Max,CABIN_FILTER,CABIN_S,BrandA,EA,11.01,16.52,1.16,true,2022-07-22
133,SKU-EF-00133,Engine Filter S - BrandE Series-3,ENGINE_FILTER,ENGINE_S,BrandE,EA,16.33,24.49,1.83,false,2022-05-17
134,SKU-OF-00134,Oil Filter S - BrandE Series-1,OIL_FILTER,OIL_S,BrandE,EA,10.58,15.87,0.67,false,2022-05-28
135,SKU-AF-00135,Air Filter S - BrandB Series-1,AIR_FILTER,AIR_S,BrandB,BOX,10.91,14.73,1.13,false,2024-05-08
136,SKU-OF-00136,Oil Filter XL - BrandD Series-2,OIL_FILTER,OIL_XL,BrandD,EA,7.59,9.11,0.5,false,2022-03-05
137,SKU-AF-00137,Air Filter XL - BrandG Series-3,AIR_FILTER,AIR_XL,BrandG,EA,8.04,10.85,0.83,false,2025-10-08
138,SKU-OF-00138,Oil Filter M - BrandB Series-1,OIL_FILTER,OIL_M,BrandB,BOX,6.19,7.43,0.31,false,2025-10-25
139,SKU-AF-00139,Air Filter S - BrandF Series-2,AIR_FILTER,AIR_S,BrandF,EA,6.13,7.36,0.42,false,2023-12-11
140,SKU-CF-00140,Cabin Filter L - BrandB Series-1,CABIN_FILTER,CABIN_L,BrandB,EA,11.64,13.97,0.56,false,2022-10-17
141,SKU-FF-00141,Fuel Filter L - BrandA Max,FUEL_FILTER,FUEL_L,BrandA,EA,11.17,15.08,1.08,false,2024-06-06
142,SKU-OF-00142,Oil Filter L - BrandF Series-2,OIL_FILTER,OIL_L,BrandF,EA,9.35,14.02,1.15,false,2024-05-16
143,SKU-OF-00143,Oil Filter S - BrandC Pro,OIL_FILTER,OIL_S,BrandC,EA,7.8,10.53,0.79,false,2022-07-27
144,SKU-FF-00144,Fuel Filter S - BrandA Series-2,FUEL_FILTER,FUEL_S,BrandA,EA,6.02,7.22,0.9,false,2023-08-17
145,SKU-EF-00145,Engine Filter XL - BrandA Series-3,ENGINE_FILTER,ENGINE_XL,BrandA,EA,13.12,15.74,1.73,false,2024-08-07
146,SKU-FF-00146,Fuel Filter S - BrandE Max,FILTER_MISC,FUEL_S,BrandE,EA,13.22,19.83,1.59,true,2025-08-02
147,SKU-CF-00147,Cabin Filter L - BrandD Series-2,CABIN_FILTER,CABIN_L,BrandD,EA,9.08,13.62,0.62,false,2023-09-06
148,SKU-EF-00148,Engine Filter XL - BrandD Pro,ENGINE_FILTER,ENGINE_XL,BrandD,EA,11.88,26.14,1.89,false,2024-07-21
149,SKU-FF-00149,Fuel Filter M - BrandC Series-3,FUEL_FILTER,FUEL_M,BrandC,BOX,15.24,18.29,1.77,false,2025-10-05
150,SKU-EF-00150,Engine Filter S - BrandD Max,ENGINE_FILTER,ENGINE_S,BrandD,EA,9.31,12.57,0.98,false,2024-05-09
151,SKU-EF-00151,Engine Filter M - BrandA Pro,ENGINE_FILTER,ENGINE_M,BrandA,EA,8.63,11.65,0.84,false,2023-04-18
152,SKU-CF-00152,Cabin Filter S - BrandE Series-3,CABIN_FILTER,CABIN_S,BrandE,EA,12.09,14.51,0.24,false,2023-06-24
153,SKU-CF-00153,Cabin Filter XL - BrandF Pro,CABIN_FILTER,CABIN_XL,BrandF,EA,9.74,21.43,0.25,false,2024-12-04
154,SKU-OF-00154,Oil Filter M - BrandB Series-2,OIL_FILTER,OIL_M,BrandB,EA,7.87,17.31,0.91,false,2023-04-27
155,SKU-EF-00155,Engine Filter XL - BrandE Series-3,ENGINE_FILTER,ENGINE_XL,BrandE,EA,6.0,8.1,1.79,false,2022-09-13
156,SKU-EF-00156,Engine Filter XL - BrandF Max,ENGINE_FILTER,ENGINE_XL,BrandF,EA,10.12,13.66,1.43,false,2023-06-22
157,SKU-FF-00157,Fuel Filter XL - BrandC Pro,FUEL_FILTER,FUEL_XL,BrandC,EA,9.15,10.98,0.48,false,2024-06-10
158,SKU-AF-00158,Air Filter XL - BrandH Series-3,AIR_FILTER,AIR_XL,BrandH,EA,7.09,8.51,0.82,false,2025-07-11
159,SKU-TF-00159,Transmission Filter L - BrandC Series-3,TRANSMISSION_FILTER,TRANSMISSION_L,BrandC,EA,14.91,17.89,2.18,false,2022-09-20
160,SKU-CF-00160,Cabin Filter M - BrandA Series-2,CABIN_FILTER,CABIN_M,BrandA,EA,17.25,23.29,0.58,false,2022-07-13
161,SKU-TF-00161,Transmission Filter L - BrandH Series-1,TRANSMISSION_FILTER,TRANSMISSION_L,BrandH,EA,7.0,10.5,0.9,false,2023-04-05
162,SKU-EF-00162,Engine Filter S - BrandF Max,ENGINE_FILTER,ENGINE_S,BrandF,EA,10.73,12.88,1.57,false,2022-06-06
163,SKU-AF-00163,Air Filter L - BrandF Pro,AIR_FILTER,AIR_L,BrandF,EA,8.76,10.51,0.68,false,2023-01-08
164,SKU-TF-00164,Transmission Filter S - BrandA Series-1,TRANSMISSION_FILTER,TRANSMISSION_S,BrandA,EA,15.56,18.67,0.99,false,2022-11-11
165,SKU-CF-00165,Cabin Filter L - BrandA Max,CABIN_FILTER,CABIN_L,BrandA,BOX,11.06,13.27,1.03,false,2023-08-26
166,SKU-TF-00166,Transmission Filter XL - BrandF Series-1,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandF,EA,25.58,30.7,1.19,false,2023-04-24
167,SKU-AF-00167,Air Filter M - BrandB Max,AIR_FILTER,AIR_M,BrandB,BOX,9.9,6.77,1.05,false,2025-07-11
168,SKU-AF-00168,Air Filter XL - BrandG Series-2,AIR_FILTER,AIR_XL,BrandG,EA,6.31,11.36,0.6,false,2022-12-09
169,SKU-FF-00169,Fuel Filter L - BrandA Series-3,FUEL_FILTER,FUEL_L,BrandA,EA,13.36,16.03,1.77,false,2022-04-25
170,SKU-FF-00170,Fuel Filter L - BrandE Pro,FUEL_FILTER,FUEL_L,BrandE,EA,9.77,14.65,1.9,false,2024-12-27
171,SKU-EF-00171,Engine Filter S - BrandH Max,ENGINE_FILTER,ENGINE_S,BrandH,EA,14.83,17.8,1.54,false,2025-03-04
172,SKU-OF-00172,Oil Filter XL - BrandB Series-3,OIL_FILTER,OIL_XL,BrandB,BOX,6.26,9.39,0.5,false,2024-10-14
173,SKU-OF-00173,Oil Filter XL - BrandA Max,OIL_FILTER,OIL_XL,BrandA,EA,7.13,10.7,1.06,false,2024-11-26
174,SKU-OF-00174,Oil Filter L - BrandB Max,OIL_FILTER,OIL_L,BrandB,EA,7.68,10.37,1.12,false,2022-12-08
175,SKU-CF-00175,Cabin Filter S - BrandG Pro,CABIN_FILTER,CABIN_S,BrandG,BOX,7.34,8.81,0.4,false,2022-02-28
176,SKU-AF-00176,Air Filter XL - BrandB Series-3,AIR_FILTER,AIR_XL,BrandB,EA,8.45,10.14,1.15,false,2025-12-06
177,SKU-EF-00177,Engine Filter XL - BrandF Pro,ENGINE_FILTER,ENGINE_XL,BrandF,EA,9.48,12.8,0.64,false,2024-05-12
178,SKU-TF-00178,Transmission Filter XL - BrandD Max,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandD,EA,15.09,20.37,1.87,false,2025-07-18
179,SKU-EF-00179,Engine Filter S - BrandD Series-2,ENGINE_FILTER,ENGINE_S,BrandD,EA,6.0,9.0,0.54,false,2024-08-16
180,SKU-CF-00180,Cabin Filter M - BrandD Series-2,CABIN_FILTER,CABIN_M,BrandD,EA,9.3,12.56,0.39,false,2025-08-19
181,SKU-EF-00181,Engine Filter M - BrandA Pro,ENGINE_FILTER,ENGINE_M,BrandA,EA,14.29,19.29,1.25,false,2025-04-20
182,SKU-OF-00182,Oil Filter L - BrandC Series-2,OIL_FILTER,OIL_L,BrandC,EA,15.11,20.4,0.9,false,2025-01-23
183,SKU-TF-00183,Transmission Filter XL - BrandB Pro,TRANSMISSION_FILTER,TRANSMISSION_XL,BrandB,BOX,20.77,28.04,2.82,false,2022-05-11
